1999 01 01 00 51179.0	 -8.903577870477372e-08  -8.539306751666326e-08  -3.516059067211588e-10  -5.283757722408162e-08   5.365126295284686e-08  -3.639008002315380e-10
1999 01 01 03 51179.125	 -9.212321905355393e-08  -6.891713712559210e-08  -3.711984354919712e-10  -8.297689168119389e-08   6.960166331909248e-08  -1.986167540742178e-10
1999 01 01 06 51179.250	 -8.778637938707933e-08  -5.266942681225866e-08  -4.031127731767735e-10  -7.185733850102850e-08   5.595173163655967e-08  -5.113589443407395e-11
1999 01 01 09 51179.375	 -9.118552978300147e-08  -3.801699158665069e-08  -3.469951847341029e-10  -6.518909484963327e-08   7.738484013590828e-08  -8.446932028944879e-11
1999 01 01 12 51179.500	 -1.018907323329789e-07  -3.671392552649044e-08  -2.686989121741168e-10  -7.495376910371901e-08   7.554392926899347e-08  -1.576701454531060e-10
1999 01 01 15 51179.625	 -1.093868870654072e-07  -4.031570895031624e-08  -2.698800180400228e-10  -4.746859831903237e-08   3.912684796405651e-09  -1.253093579482202e-10
1999 01 01 18 51179.750	 -1.007630772503158e-07  -5.223720236670280e-08  -2.807141142421860e-10  -1.053031267171762e-08  -2.286620639321046e-08  -5.629280793686796e-11
1999 01 01 21 51179.875	 -8.499604547375893e-08  -6.275446833012704e-08  -2.354979187698723e-10  -2.106848689661119e-09  -5.629945191104806e-08  -1.009291221598581e-10
1999 01 02 00 51180.0	 -7.272262166674315e-08  -6.814259298778350e-08  -1.882462129741316e-10   7.274258143348758e-09  -8.681091926183655e-08  -2.244250116247611e-10
1999 01 02 03 51180.125	 -7.000534233656509e-08  -7.053546430302231e-08  -1.786617273715685e-10   2.969278117781410e-08  -1.078467315452646e-07  -2.985132000688130e-10
1999 01 02 06 51180.250	 -6.170353152847606e-08  -7.301495938885874e-08  -2.073302826237859e-10   7.853858269214570e-08  -1.115354678178642e-07  -3.023734235392511e-10
1999 01 02 09 51180.375	 -4.679622171192863e-08  -7.015337875396862e-08  -2.264882426398325e-10   9.698041407229866e-08  -1.363821041505198e-07  -3.221959577755721e-10
1999 01 02 12 51180.500	 -2.893004008814624e-08  -6.658075950487368e-08  -2.235377009932103e-10   7.808767414784428e-08  -1.594756761868750e-07  -3.628986880502160e-10
1999 01 02 15 51180.625	 -1.482205550647901e-08  -5.033673229015424e-08  -2.018411372079009e-10   3.960922942622848e-08  -1.819699235058085e-07  -3.325183483041489e-10
1999 01 02 18 51180.750	 -1.243672750936096e-08  -3.114031246846833e-08  -1.898699034051002e-10   2.578594471749051e-08  -1.502790836350417e-07  -2.303828817709211e-10
1999 01 02 21 51180.875	 -1.915969214955226e-08  -1.229261837900382e-08  -1.412037222681932e-10  -8.452920807047762e-09  -1.153851348462355e-07  -1.923087769245819e-10
1999 01 03 00 51181.0	 -1.983922344568978e-08  -6.546873700557402e-09  -9.156145935872808e-11  -9.449600839790911e-08  -1.066914995540497e-07  -2.245382514581519e-10
1999 01 03 03 51181.125	 -1.259449441967209e-08  -9.169786903759061e-09  -1.282616289711263e-10  -1.470974586439992e-07  -1.236500346898582e-07  -2.096909770450810e-10
1999 01 03 06 51181.250	 -1.106112858204106e-08  -1.421532090256865e-08  -1.999060125453584e-10  -1.003824613563642e-07  -9.540744635528545e-08  -1.204667510997560e-10
1999 01 03 09 51181.375	 -7.285791846906417e-09  -8.897610030027680e-09  -2.188917630274002e-10  -2.092999363792847e-08  -3.629069954344570e-08  -1.173763853837380e-10
1999 01 03 12 51181.500	  4.914100935852870e-09  -5.474361203650718e-09  -2.175456499826179e-10   3.758410363093474e-08   1.624749220116969e-08  -2.078227303157830e-10
1999 01 03 15 51181.625	  1.008068399785463e-08  -9.763134361176474e-09  -2.416295547860556e-10   6.707723238606004e-08   4.607511384580858e-08  -2.798620836991840e-10
1999 01 03 18 51181.750	  5.366548573650014e-09  -1.993230799708228e-08  -2.914985070825034e-10   7.513804179368942e-08   4.336477951876628e-08  -2.931574556347989e-10
1999 01 03 21 51181.875	  3.826700430158619e-09  -1.879438205750523e-08  -3.311382810961849e-10   8.183161103530535e-08   1.060334098941374e-08  -2.939325345764610e-10
1999 01 04 00 51182.0	  1.492180188613681e-08  -2.026938230872791e-08  -3.594690872266205e-10   9.103660708483961e-08  -3.142553937722847e-08  -2.880215002930329e-10
1999 01 04 03 51182.125	  3.494459239254503e-08  -2.492098234367137e-08  -3.785057658104967e-10   1.150634521548282e-07  -6.798235717658998e-08  -2.917319282757651e-10
1999 01 04 06 51182.250	  4.992509957468427e-08  -1.119249703318071e-08  -3.810438223764285e-10   1.236982883239269e-07  -8.954004784932265e-08  -2.919202391015361e-10
1999 01 04 09 51182.375	  5.745094440021501e-08   8.784009250226560e-09  -3.382596522594405e-10   8.984357956834998e-08  -9.611224348294496e-08  -2.962623311562631e-10
1999 01 04 12 51182.500	  5.368603389818025e-08   1.120506036077228e-08  -3.229227218497287e-10   4.769355216970492e-08  -8.492991340967698e-08  -3.198091060622058e-10
1999 01 04 15 51182.625	  4.067726870455466e-08   6.454250038047696e-09  -3.902784921000542e-10  -2.180522891553595e-08  -1.059986659118218e-07  -2.711727878757202e-10
1999 01 04 18 51182.750	  2.465220601428656e-08   7.785134597753215e-09  -4.893111189464987e-10  -7.555349667327929e-08  -1.240337166455939e-07  -1.801259825869782e-10
1999 01 04 21 51182.875	  1.619014214285150e-08   2.423683902654004e-08  -5.203462871408933e-10  -9.840640358693710e-08  -1.018598545650699e-07  -1.909115204176740e-10
1999 01 05 00 51183.0	  1.051242621571932e-08   3.780384329940799e-08  -5.152469311234753e-10  -1.190655646432576e-07  -8.311677852817759e-08  -2.251685410702961e-10
1999 01 05 03 51183.125	  4.377508925560396e-09   4.965305140590340e-08  -5.496689448718773e-10  -1.587485008857668e-07  -5.918477341736890e-08  -1.923079250992860e-10
1999 01 05 06 51183.250	  7.924792812678263e-09   5.453330674577502e-08  -5.782460824285107e-10  -1.682599830161063e-07  -1.680322318553981e-08  -1.405122262173711e-10
1999 01 05 09 51183.375	  1.589891022882145e-08   6.106660184518441e-08  -5.656746112321306e-10  -1.496709033831336e-07   8.650942041496267e-09  -1.007267406781722e-10
1999 01 05 12 51183.500	  1.760304349701862e-08   7.286835579490056e-08  -5.603613793424892e-10  -1.354471129700940e-07   3.556709200004437e-08  -6.013814064598892e-11
1999 01 05 15 51183.625	  1.584461204782131e-08   8.650838974035875e-08  -5.794565366800503e-10  -1.203089206286332e-07   6.147556952468286e-08  -4.611603619185111e-11
1999 01 05 18 51183.750	  9.395597435352292e-09   8.812539108028185e-08  -5.878584313661356e-10  -6.561532956650977e-08   9.062223075752047e-08  -3.609658602754598e-11
1999 01 05 21 51183.875	 -1.507629227883553e-10   8.505421009158379e-08  -5.407530359753909e-10  -7.543623984440995e-09   8.913737445094457e-08  -6.136968241090184e-11
1999 01 06 00 51184.0	 -7.105516253094154e-10   8.558807739513832e-08  -4.993206995474539e-10   5.647243412054466e-08   5.701048488523927e-08  -6.229056156573318e-11
1999 01 06 03 51184.125	  1.351647448032980e-08   9.275832735853398e-08  -4.935602348395687e-10   9.712050069752811e-08   1.275010676188575e-08  -3.586685872060003e-11
1999 01 06 06 51184.250	  3.919347504619951e-08   9.842668172131882e-08  -4.723359423994426e-10   1.282656171582837e-07   1.363483584004017e-08   1.173931493351800e-11
1999 01 06 09 51184.375	  5.902248015206170e-08   1.092167199154579e-07  -4.051801624750071e-10   1.476472143219212e-07   1.894439804593746e-09   1.177146653195097e-11
1999 01 06 12 51184.500	  7.920976286094188e-08   1.214587713633147e-07  -3.628723731549336e-10   1.376541015245270e-07  -2.592397364743674e-08   6.132893109819127e-12
1999 01 06 15 51184.625	  9.663281092075295e-08   1.249816145496488e-07  -3.594291555979945e-10   1.191216896552034e-07  -4.661239362812102e-08   4.425608284330051e-12
1999 01 06 18 51184.750	  1.050997217710768e-07   1.173659366478792e-07  -3.479113785983313e-10   1.082539561004461e-07  -5.968639889914305e-08   9.490185393503086e-12
1999 01 06 21 51184.875	  1.015590277747079e-07   1.173543539223739e-07  -3.061113821770719e-10   5.815126830273249e-08  -5.050334533908545e-08   2.785211036047513e-11
1999 01 07 00 51185.0	  9.130485268464775e-08   1.155916446444092e-07  -2.819011810767195e-10   8.376162330189547e-09  -2.695927043526111e-08   8.021442839557418e-11
1999 01 07 03 51185.125	  7.517838489314896e-08   1.085160057162234e-07  -2.691458579278008e-10  -5.018214004951558e-08  -2.670934902788717e-08   1.225943507138712e-10
1999 01 07 06 51185.250	  6.768234196165565e-08   1.013629015879689e-07  -2.648677087121409e-10  -6.075663067457217e-08   3.062522713845537e-08   1.251954505241311e-10
1999 01 07 09 51185.375	  7.015730292187373e-08   1.044849487245751e-07  -2.378703317273801e-10  -3.389627540482657e-08   1.001100511626040e-07   5.135721344548011e-11
1999 01 07 12 51185.500	  7.118646719779999e-08   1.073079048160981e-07  -2.533491762204239e-10  -1.551073381460934e-08   1.373034407708278e-07   6.906404651012026e-13
1999 01 07 15 51185.625	  6.357554134663617e-08   1.094698260194645e-07  -3.051708776564001e-10  -1.857381297822547e-08   1.491001330548728e-07  -8.713659308401147e-12
1999 01 07 18 51185.750	  5.792571669870372e-08   1.014785856516584e-07  -3.203569100287183e-10   6.410717310819719e-09   2.144408621856239e-07   1.296436148347389e-11
1999 01 07 21 51185.875	  4.351155401631557e-08   9.202162321606020e-08  -3.143534150937538e-10   3.429318728146774e-08   2.672945243803013e-07   5.180386251947303e-11
1999 01 08 00 51186.0	  2.357610503430679e-08   8.370925078483527e-08  -3.401100798069048e-10   4.012607792384592e-08   2.301911024871266e-07   1.019534558892521e-10
1999 01 08 03 51186.125	  1.196734588705053e-08   7.298529965594341e-08  -3.484351790796270e-10   3.078033107924563e-08   1.585137739749687e-07   1.216247790282758e-10
1999 01 08 06 51186.250	  1.220060764109145e-08   5.929255393599800e-08  -3.227380621137133e-10   7.271741234401649e-08   1.494351534243361e-07   1.276434717567771e-10
1999 01 08 09 51186.375	  1.253190645909450e-08   5.242377302188381e-08  -2.745496564834871e-10   1.363612467828865e-07   1.261950618210425e-07   1.379694919169010e-10
1999 01 08 12 51186.500	  1.888438837895986e-08   5.463513625377359e-08  -2.613642742924552e-10   1.632912770746229e-07   5.286198081564276e-08   1.549760639752100e-10
1999 01 08 15 51186.625	  3.352270098924187e-08   6.332030165272009e-08  -2.787417386369958e-10   1.331549510562158e-07  -4.319827212403582e-08   1.339364100054751e-10
1999 01 08 18 51186.750	  4.530158983921583e-08   5.765960544344581e-08  -2.688654324828067e-10   1.141020196989903e-07  -5.987920876019755e-08   1.031108294912081e-10
1999 01 08 21 51186.875	  4.876623117455492e-08   4.609944711429646e-08  -2.501778488582586e-10   1.118829995147249e-07  -7.169839650532664e-08   7.358323511669999e-11
1999 01 09 00 51187.0	  4.553182821031874e-08   4.025296195875152e-08  -2.608721673457900e-10   1.035107787135169e-07  -6.503733060009117e-08   5.117727657160903e-11
1999 01 09 03 51187.125	  3.324177214733794e-08   4.142873676528187e-08  -2.558598975742097e-10   6.195684301199163e-08  -8.375200515627434e-08  -6.102617115379975e-13
1999 01 09 06 51187.250	  2.194128028828551e-08   4.452100718455931e-08  -2.106184790159731e-10   5.485949456134559e-08  -1.412760742451225e-08  -2.469256042679880e-11
1999 01 09 09 51187.375	  1.541559971513097e-08   5.021635356093034e-08  -1.500468134276449e-10   7.341800224886533e-08   5.306875531578718e-08   9.786169866464846e-12
1999 01 09 12 51187.500	  1.551997029413495e-08   5.532428219437962e-08  -1.334323233485646e-10   6.138384103249768e-08   4.813416248845798e-08   8.224866953812496e-11
1999 01 09 15 51187.625	  1.678630467877331e-08   6.455774880655703e-08  -1.001357833522903e-10   6.153328951842902e-08   3.528431600550597e-08   9.741857654743306e-11
1999 01 09 18 51187.750	  1.307485991148858e-08   7.066365519053974e-08  -1.305587870277358e-11   7.782309624714915e-08   9.569072235190968e-08   7.752427473840504e-11
1999 01 09 21 51187.875	 -2.890985537734604e-09   7.908993267801992e-08   6.993965369192487e-11   5.201744227195599e-08   9.581492309062907e-08   6.168111929631183e-11
1999 01 10 00 51188.0	 -1.503802425441519e-08   7.770856593576547e-08   9.177615463182262e-11   1.624639224015980e-08   5.579771777934498e-08   1.022142160969718e-10
1999 01 10 03 51188.125	 -2.204635127015875e-08   7.268682149276277e-08   9.587309892020963e-11  -5.824237214904063e-09   1.251693411500512e-08   1.988888733588459e-10
1999 01 10 06 51188.250	 -1.920496208792098e-08   6.462034386763916e-08   1.309894069015629e-10  -3.208583997540716e-08   2.683510834805097e-08   2.960812687348034e-10
1999 01 10 09 51188.375	 -5.857291671967487e-09   5.137931124491241e-08   1.733677783653311e-10  -4.930946025494588e-08   4.225272960000628e-08   3.204067271242208e-10
1999 01 10 12 51188.500	  1.225728640804149e-08   2.442964212607703e-08   1.869476493391363e-10  -5.685053455084065e-08   2.204383605144617e-08   2.958480056829216e-10
1999 01 10 15 51188.625	  2.300945999123779e-08  -2.663514452120643e-09   2.108961634471925e-10  -4.214448853206566e-08   4.296352683526806e-08   2.651736733791108e-10
1999 01 10 18 51188.750	  4.042659106074021e-08  -3.213216950905921e-08   2.485686821592217e-10   5.709328341773004e-10   1.170467176415876e-07   2.073583499172698e-10
1999 01 10 21 51188.875	  6.328005640741992e-08  -5.175781584569322e-08   2.545354804313195e-10   2.872672874960109e-08   1.271026076783373e-07   1.355038524132202e-10
1999 01 11 00 51189.0	  7.921633757021511e-08  -7.057375418783326e-08   1.945732532205219e-10   1.790140896448267e-08   1.047094494194890e-07   1.154052311720320e-10
