61292 	 0.20138317 	 0.33368934 	-0.000501871 	nan 	nan 	nan 	 0.22972 	-0.02496
61293 	 0.20078892 	 0.33285222 	-0.001487136 	nan 	nan 	nan 	 0.35484 	-0.12233
61294 	 0.19989072 	 0.33173280 	-0.003252268 	nan 	nan 	nan 	 0.34339 	-0.15750
61295 	 0.19903344 	 0.33097814 	-0.004762650 	nan 	nan 	nan 	 0.28338 	-0.17581
61296 	 0.19833735 	 0.33020554 	-0.006567240 	nan 	nan 	nan 	 0.22871 	-0.18297
61297 	 0.19686001 	 0.32944636 	-0.007502675 	nan 	nan 	nan 	 0.23724 	-0.18090
61298 	 0.19638019 	 0.32878794 	-0.008606911 	nan 	nan 	nan 	 0.23515 	-0.19623
61299 	 0.19422798 	 0.32822707 	-0.009832382 	nan 	nan 	nan 	 0.24162 	-0.14824
61300 	 0.19425745 	 0.32775947 	-0.010492325 	nan 	nan 	nan 	 0.19742 	-0.08250
61301 	 0.19339512 	 0.32680420 	-0.011619568 	nan 	nan 	nan 	 0.22445 	-0.02551
61302 	 0.19330862 	 0.32603884 	-0.012798309 	nan 	nan 	nan 	 0.22650 	 0.00238
