61005 	 0.13637082 	 0.31374911 	 0.084071636 	nan 	nan 	nan 	 0.43843 	 0.00931
61006 	 0.13480213 	 0.31371238 	 0.083741188 	nan 	nan 	nan 	 0.39860 	-0.00306
61007 	 0.13298002 	 0.31308327 	 0.082637310 	nan 	nan 	nan 	 0.37917 	 0.01877
61008 	 0.13156254 	 0.31277533 	 0.081418991 	nan 	nan 	nan 	 0.37669 	-0.00745
61009 	 0.13007848 	 0.31236847 	 0.079844713 	nan 	nan 	nan 	 0.42699 	 0.01480
61010 	 0.12790128 	 0.31192054 	 0.078560472 	nan 	nan 	nan 	 0.47233 	 0.03593
61011 	 0.12670147 	 0.31055422 	 0.077621460 	nan 	nan 	nan 	 0.46554 	 0.06598
61012 	 0.12441146 	 0.31101973 	 0.076244831 	nan 	nan 	nan 	 0.48530 	 0.11146
61013 	 0.12393688 	 0.31088871 	 0.075378418 	nan 	nan 	nan 	 0.49894 	 0.16976
61014 	 0.12296657 	 0.30944724 	 0.074089050 	nan 	nan 	nan 	 0.52210 	 0.23435
61015 	 0.12068677 	 0.30975642 	 0.073005676 	nan 	nan 	nan 	 0.52459 	 0.24208
