60837 	 0.12683134 	 0.44230363 	 0.030722737 	nan 	nan 	nan 	 0.22630 	-0.09240
60838 	 0.12637623 	 0.44212452 	 0.031733334 	nan 	nan 	nan 	 0.31338 	-0.15973
60839 	 0.12627075 	 0.44205804 	 0.032132387 	nan 	nan 	nan 	 0.28844 	-0.05798
60840 	 0.12647970 	 0.44189767 	 0.032563210 	nan 	nan 	nan 	 0.24600 	-0.01147
60841 	 0.12721428 	 0.44181012 	 0.032907963 	nan 	nan 	nan 	 0.17289 	 0.06238
60842 	 0.12852706 	 0.44193905 	 0.033384323 	nan 	nan 	nan 	 0.20746 	 0.06683
60843 	 0.13056887 	 0.44220434 	 0.033463955 	nan 	nan 	nan 	 0.17893 	 0.06109
60844 	 0.13291197 	 0.44238198 	 0.032588959 	nan 	nan 	nan 	 0.20508 	 0.03152
60845 	 0.13425650 	 0.44313134 	 0.031713486 	nan 	nan 	nan 	 0.20255 	 0.03645
60846 	 0.13649036 	 0.44321709 	 0.030105591 	nan 	nan 	nan 	 0.23782 	 0.04924
60847 	 0.13590216 	 0.44367098 	 0.029447556 	nan 	nan 	nan 	 0.26669 	 0.10187
