60851 	 0.15065024 	 0.44143619 	 0.037917912 	nan 	nan 	nan 	 0.23210 	-0.01894
60852 	 0.15053133 	 0.44146403 	 0.039109230 	nan 	nan 	nan 	 0.40566 	-0.00367
60853 	 0.15091919 	 0.44169541 	 0.040138721 	nan 	nan 	nan 	 0.36137 	-0.02804
60854 	 0.15288258 	 0.44171301 	 0.040760994 	nan 	nan 	nan 	 0.32817 	-0.06325
60855 	 0.15705292 	 0.44211756 	 0.041577339 	nan 	nan 	nan 	 0.25148 	-0.10603
60856 	 0.16097932 	 0.44198589 	 0.041467667 	nan 	nan 	nan 	 0.25314 	-0.08786
60857 	 0.16470319 	 0.44204245 	 0.042273998 	nan 	nan 	nan 	 0.21378 	-0.06345
60858 	 0.16864974 	 0.44168838 	 0.043004990 	nan 	nan 	nan 	 0.20227 	-0.05555
60859 	 0.17171990 	 0.44028830 	 0.042179108 	nan 	nan 	nan 	 0.21624 	-0.07821
60860 	 0.17221461 	 0.44030353 	 0.041721344 	nan 	nan 	nan 	 0.22153 	-0.15320
60861 	 0.17143219 	 0.43840005 	 0.042793274 	nan 	nan 	nan 	 0.23076 	-0.17370
