60690 	 0.12303847 	 0.30387613 	 0.044082046 	nan 	nan 	nan 	 0.33823 	-0.07128
60691 	 0.12244940 	 0.30522162 	 0.044031143 	nan 	nan 	nan 	 0.44243 	-0.09952
60692 	 0.12094939 	 0.30665045 	 0.043668747 	nan 	nan 	nan 	 0.43423 	-0.14886
60693 	 0.11917441 	 0.30559310 	 0.042951584 	nan 	nan 	nan 	 0.40695 	-0.19121
60694 	 0.11577931 	 0.30391989 	 0.042482376 	nan 	nan 	nan 	 0.34692 	-0.18657
60695 	 0.11288904 	 0.30125438 	 0.041673660 	nan 	nan 	nan 	 0.33171 	-0.16276
60696 	 0.10965339 	 0.29863443 	 0.041327000 	nan 	nan 	nan 	 0.30470 	-0.16668
60697 	 0.10743675 	 0.29635475 	 0.041290283 	nan 	nan 	nan 	 0.31319 	-0.14702
60698 	 0.10488690 	 0.29518196 	 0.039939880 	nan 	nan 	nan 	 0.31084 	-0.13682
60699 	 0.10303670 	 0.29509517 	 0.039550781 	nan 	nan 	nan 	 0.34460 	-0.11528
60700 	 0.10270038 	 0.29502793 	 0.040153503 	nan 	nan 	nan 	 0.35632 	-0.11428
