60648 	 0.18940865 	 0.32526555 	 0.050484061 	nan 	nan 	nan 	 0.31394 	-0.11903
60649 	 0.18884756 	 0.32429115 	 0.050694942 	nan 	nan 	nan 	 0.30865 	-0.06145
60650 	 0.18835176 	 0.32314297 	 0.050612926 	nan 	nan 	nan 	 0.36564 	-0.03636
60651 	 0.18842100 	 0.32150924 	 0.050052643 	nan 	nan 	nan 	 0.39890 	-0.00883
60652 	 0.18875924 	 0.32011185 	 0.049654961 	nan 	nan 	nan 	 0.42493 	 0.00367
60653 	 0.18687785 	 0.31901854 	 0.048346519 	nan 	nan 	nan 	 0.42856 	-0.03725
60654 	 0.18510127 	 0.31802545 	 0.047725201 	nan 	nan 	nan 	 0.43679 	-0.07787
60655 	 0.18068333 	 0.31785934 	 0.046976089 	nan 	nan 	nan 	 0.41165 	-0.13541
60656 	 0.17841668 	 0.31826756 	 0.045286179 	nan 	nan 	nan 	 0.37268 	-0.11529
60657 	 0.17437300 	 0.31703573 	 0.044441223 	nan 	nan 	nan 	 0.35651 	-0.05636
60658 	 0.17240286 	 0.31660957 	 0.044727325 	nan 	nan 	nan 	 0.35259 	-0.00658
