60711 	 0.09539953 	 0.30947770 	 0.045294106 	nan 	nan 	nan 	 0.26301 	-0.13623
60712 	 0.09442509 	 0.30873608 	 0.045174122 	nan 	nan 	nan 	 0.39299 	-0.08991
60713 	 0.09387926 	 0.30851109 	 0.045350552 	nan 	nan 	nan 	 0.34558 	-0.03333
60714 	 0.09418020 	 0.30958686 	 0.045254230 	nan 	nan 	nan 	 0.26965 	-0.02448
60715 	 0.09274739 	 0.31123162 	 0.045929909 	nan 	nan 	nan 	 0.18904 	-0.01213
60716 	 0.09203131 	 0.31274554 	 0.045807838 	nan 	nan 	nan 	 0.21349 	-0.04997
60717 	 0.08883623 	 0.31542135 	 0.046283722 	nan 	nan 	nan 	 0.26894 	-0.10467
60718 	 0.08733831 	 0.31711449 	 0.047040939 	nan 	nan 	nan 	 0.25348 	-0.12348
60719 	 0.08346198 	 0.31789938 	 0.045999527 	nan 	nan 	nan 	 0.24725 	-0.16325
60720 	 0.07861894 	 0.31845680 	 0.044563293 	nan 	nan 	nan 	 0.24040 	-0.12103
60721 	 0.07619799 	 0.31919222 	 0.044921875 	nan 	nan 	nan 	 0.20908 	-0.15245
